"subject","activity","settype","variable","V1"
"345",28,"LAYING","training data","tBodyAcc-mean()-Y",-0.0167537858225
"346",28,"WALKING","training data","tBodyAcc-mean()-Y",-0.0156759722981481
"347",28,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Y",-0.0220230465913043
"348",28,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Y",-0.0279443943478431
"349",29,"STANDING","training data","tBodyAcc-mean()-Y",-0.0172605869061538
"350",29,"SITTING","training data","tBodyAcc-mean()-Y",-0.016630680375
"351",29,"LAYING","training data","tBodyAcc-mean()-Y",-0.0171965484202899
"352",29,"WALKING","training data","tBodyAcc-mean()-Y",-0.0162915600588679
"353",29,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Y",-0.01494121505625
"354",29,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Y",-0.0299465312326531
"355",30,"STANDING","training data","tBodyAcc-mean()-Y",-0.0170163887813559
"356",30,"SITTING","training data","tBodyAcc-mean()-Y",-0.00804731295322581
"357",30,"LAYING","training data","tBodyAcc-mean()-Y",-0.0194494098614286
"358",30,"WALKING","training data","tBodyAcc-mean()-Y",-0.0175880385730769
"359",30,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Y",-0.0174383900204839
"360",30,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Y",-0.0253311698786154
"361",2,"STANDING","test data","tBodyAcc-mean()-Z",-0.105908536055556
"362",2,"SITTING","test data","tBodyAcc-mean()-Z",-0.109218272456522
"363",2,"LAYING","test data","tBodyAcc-mean()-Z",-0.107245610416667
"364",2,"WALKING","test data","tBodyAcc-mean()-Z",-0.105500357966102
"365",2,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.116812942382979
"366",2,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.152513899520833
"367",4,"STANDING","test data","tBodyAcc-mean()-Z",-0.0961574905535714
"368",4,"SITTING","test data","tBodyAcc-mean()-Z",-0.10587459588
"369",4,"LAYING","test data","tBodyAcc-mean()-Z",-0.110688150314815
"370",4,"WALKING","test data","tBodyAcc-mean()-Z",-0.11140306485
"371",4,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.1067775246
"372",4,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.114219455519231
"373",9,"STANDING","test data","tBodyAcc-mean()-Z",-0.0952747481333333
"374",9,"SITTING","test data","tBodyAcc-mean()-Z",-0.07537846886
"375",9,"LAYING","test data","tBodyAcc-mean()-Z",-0.10754972144
"376",9,"WALKING","test data","tBodyAcc-mean()-Z",-0.110820512307692
"377",9,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.0910278793952381
"378",9,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.125219003959184
"379",10,"STANDING","test data","tBodyAcc-mean()-Z",-0.107964083931818
"380",10,"SITTING","test data","tBodyAcc-mean()-Z",-0.104253238796296
"381",10,"LAYING","test data","tBodyAcc-mean()-Z",-0.117168642362069
"382",10,"WALKING","test data","tBodyAcc-mean()-Z",-0.109057512132075
"383",10,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.110848597247368
"384",10,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.118180420834043
"385",12,"STANDING","test data","tBodyAcc-mean()-Z",-0.105526999754098
"386",12,"SITTING","test data","tBodyAcc-mean()-Z",-0.106307228960784
"387",12,"LAYING","test data","tBodyAcc-mean()-Z",-0.108160125666667
"388",12,"WALKING","test data","tBodyAcc-mean()-Z",-0.10316110632
"389",12,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.10955593226087
"390",12,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.107339730115385
"391",13,"STANDING","test data","tBodyAcc-mean()-Z",-0.112124137754386
"392",13,"SITTING","test data","tBodyAcc-mean()-Z",-0.0972465110836735
"393",13,"LAYING","test data","tBodyAcc-mean()-Z",-0.104331864532258
"394",13,"WALKING","test data","tBodyAcc-mean()-Z",-0.111431456192982
"395",13,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.101993941531915
"396",13,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.125767265890909
"397",18,"STANDING","test data","tBodyAcc-mean()-Z",-0.108453355945205
"398",18,"SITTING","test data","tBodyAcc-mean()-Z",-0.111904775824561
"399",18,"LAYING","test data","tBodyAcc-mean()-Z",-0.107698927907692
"400",18,"WALKING","test data","tBodyAcc-mean()-Z",-0.104218315464286
"401",18,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.1033908092
"402",18,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.112655891327586
"403",20,"STANDING","test data","tBodyAcc-mean()-Z",-0.100402759931507
"404",20,"SITTING","test data","tBodyAcc-mean()-Z",-0.108369634515152
"405",20,"LAYING","test data","tBodyAcc-mean()-Z",-0.104274322538235
"406",20,"WALKING","test data","tBodyAcc-mean()-Z",-0.113539477098039
"407",20,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.104602925937778
"408",20,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.121023947784314
"409",24,"STANDING","test data","tBodyAcc-mean()-Z",-0.108222553855072
"410",24,"SITTING","test data","tBodyAcc-mean()-Z",-0.103041061426471
"411",24,"LAYING","test data","tBodyAcc-mean()-Z",-0.107236237236111
"412",24,"WALKING","test data","tBodyAcc-mean()-Z",-0.110595952913793
"413",24,"WALKING_DOWNSTAIRS","test data","tBodyAcc-mean()-Z",-0.104818820272727
"414",24,"WALKING_UPSTAIRS","test data","tBodyAcc-mean()-Z",-0.114248610966102
"415",1,"STANDING","training data","tBodyAcc-mean()-Z",-0.110601817735849
"416",1,"SITTING","training data","tBodyAcc-mean()-Z",-0.104544182255319
"417",1,"LAYING","training data","tBodyAcc-mean()-Z",-0.11320355358
"418",1,"WALKING","training data","tBodyAcc-mean()-Z",-0.111148103547368
"419",1,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.107566190908163
"420",1,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.0973020020943396
"421",3,"STANDING","training data","tBodyAcc-mean()-Z",-0.101621722633148
"422",3,"SITTING","training data","tBodyAcc-mean()-Z",-0.0983579203269231
"423",3,"LAYING","training data","tBodyAcc-mean()-Z",-0.101300477506452
"424",3,"WALKING","training data","tBodyAcc-mean()-Z",-0.112674859827586
"425",3,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.116139842908163
"426",3,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.110064863437288
"427",5,"STANDING","training data","tBodyAcc-mean()-Z",-0.102171095696429
"428",5,"SITTING","training data","tBodyAcc-mean()-Z",-0.108540300265909
"429",5,"LAYING","training data","tBodyAcc-mean()-Z",-0.107937603673077
"430",5,"WALKING","training data","tBodyAcc-mean()-Z",-0.107741776464286
"431",5,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.100319930659574
"432",5,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.107471453914894
"433",6,"STANDING","training data","tBodyAcc-mean()-Z",-0.112172831947368
"434",6,"SITTING","training data","tBodyAcc-mean()-Z",-0.110127728709091
"435",6,"LAYING","training data","tBodyAcc-mean()-Z",-0.133119570368421
"436",6,"WALKING","training data","tBodyAcc-mean()-Z",-0.110303165877193
"437",6,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.107209356208333
"438",6,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.122082438784314
"439",7,"STANDING","training data","tBodyAcc-mean()-Z",-0.0997778303207547
"440",7,"SITTING","training data","tBodyAcc-mean()-Z",-0.122464597625
"441",7,"LAYING","training data","tBodyAcc-mean()-Z",-0.101361036576923
"442",7,"WALKING","training data","tBodyAcc-mean()-Z",-0.110912234947368
"443",7,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.096938308587234
"444",7,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.143769688803922
"445",8,"STANDING","training data","tBodyAcc-mean()-Z",-0.106114996837037
"446",8,"SITTING","training data","tBodyAcc-mean()-Z",-0.104461049130435
"447",8,"LAYING","training data","tBodyAcc-mean()-Z",-0.102245365611111
"448",8,"WALKING","training data","tBodyAcc-mean()-Z",-0.107252090833333
"449",8,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.107598135394737
"450",8,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.11512211995122
"451",11,"STANDING","training data","tBodyAcc-mean()-Z",-0.108686630425532
"452",11,"SITTING","training data","tBodyAcc-mean()-Z",-0.112840218339623
"453",11,"LAYING","training data","tBodyAcc-mean()-Z",-0.108786578070175
"454",11,"WALKING","training data","tBodyAcc-mean()-Z",-0.106096304033898
"455",11,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.111070149978261
"456",11,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.106797216481481
"457",14,"STANDING","training data","tBodyAcc-mean()-Z",-0.103817701790667
"458",14,"SITTING","training data","tBodyAcc-mean()-Z",-0.100401490425926
"459",14,"LAYING","training data","tBodyAcc-mean()-Z",-0.0868333315509804
"460",14,"WALKING","training data","tBodyAcc-mean()-Z",-0.106756369135593
"461",14,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.0928330165533333
"462",14,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.112279688983333
"463",15,"STANDING","training data","tBodyAcc-mean()-Z",-0.105910832679245
"464",15,"SITTING","training data","tBodyAcc-mean()-Z",-0.11366125320339
"465",15,"LAYING","training data","tBodyAcc-mean()-Z",-0.118530240291667
"466",15,"WALKING","training data","tBodyAcc-mean()-Z",-0.107621819518519
"467",15,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.110526066428571
"468",15,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.116952464895833
"469",16,"STANDING","training data","tBodyAcc-mean()-Z",-0.103657729076923
"470",16,"SITTING","training data","tBodyAcc-mean()-Z",-0.0891404038405797
"471",16,"LAYING","training data","tBodyAcc-mean()-Z",-0.107310493242857
"472",16,"WALKING","training data","tBodyAcc-mean()-Z",-0.108804049803922
"473",16,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.119873705148936
"474",16,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.124074517745098
"475",17,"STANDING","training data","tBodyAcc-mean()-Z",-0.111432145565
"476",17,"SITTING","training data","tBodyAcc-mean()-Z",-0.11362408509375
"477",17,"LAYING","training data","tBodyAcc-mean()-Z",-0.107006279704225
"478",17,"WALKING","training data","tBodyAcc-mean()-Z",-0.109792122032787
"479",17,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.0892432745173913
"480",17,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.121290442104167
"481",19,"STANDING","training data","tBodyAcc-mean()-Z",-0.10904190460274
"482",19,"SITTING","training data","tBodyAcc-mean()-Z",-0.10870765430137
"483",19,"LAYING","training data","tBodyAcc-mean()-Z",-0.10898146186747
"484",19,"WALKING","training data","tBodyAcc-mean()-Z",-0.122736673192308
"485",19,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.133695240660974
"486",19,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.151054607725
"487",21,"STANDING","training data","tBodyAcc-mean()-Z",-0.110417855808989
"488",21,"SITTING","training data","tBodyAcc-mean()-Z",-0.112057887741176
"489",21,"LAYING","training data","tBodyAcc-mean()-Z",-0.103253832233333
"490",21,"WALKING","training data","tBodyAcc-mean()-Z",-0.104319332403846
"491",21,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.09816866218
"492",21,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.125414265340426
"493",22,"STANDING","training data","tBodyAcc-mean()-Z",-0.104967423820635
"494",22,"SITTING","training data","tBodyAcc-mean()-Z",-0.105827369516129
"495",22,"LAYING","training data","tBodyAcc-mean()-Z",-0.110800924652778
"496",22,"WALKING","training data","tBodyAcc-mean()-Z",-0.107112510934783
"497",22,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.1074157796
"498",22,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.117550861738095
"499",23,"STANDING","training data","tBodyAcc-mean()-Z",-0.1105970177575
"500",23,"SITTING","training data","tBodyAcc-mean()-Z",-0.103808679294118
"501",23,"LAYING","training data","tBodyAcc-mean()-Z",-0.104256776291667
"502",23,"WALKING","training data","tBodyAcc-mean()-Z",-0.113382994084746
"503",23,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.0988123712574074
"504",23,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.126890616782353
"505",25,"STANDING","training data","tBodyAcc-mean()-Z",-0.107352957594595
"506",25,"SITTING","training data","tBodyAcc-mean()-Z",-0.109160440476923
"507",25,"LAYING","training data","tBodyAcc-mean()-Z",-0.100428830260274
"508",25,"WALKING","training data","tBodyAcc-mean()-Z",-0.108737636297297
"509",25,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.107192376965517
"510",25,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.126210440292308
"511",26,"STANDING","training data","tBodyAcc-mean()-Z",-0.110237796416216
"512",26,"SITTING","training data","tBodyAcc-mean()-Z",-0.0974448692333333
"513",26,"LAYING","training data","tBodyAcc-mean()-Z",-0.105002540289474
"514",26,"WALKING","training data","tBodyAcc-mean()-Z",-0.108927011474576
"515",26,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.1064396194
"516",26,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.121943461236364
"517",27,"STANDING","training data","tBodyAcc-mean()-Z",-0.107835818025
"518",27,"SITTING","training data","tBodyAcc-mean()-Z",-0.105521912588571
"519",27,"LAYING","training data","tBodyAcc-mean()-Z",-0.107699732837838
"520",27,"WALKING","training data","tBodyAcc-mean()-Z",-0.112822289263158
"521",27,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.112837694688636
"522",27,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.123530438196078
"523",28,"STANDING","training data","tBodyAcc-mean()-Z",-0.106579385202532
"524",28,"SITTING","training data","tBodyAcc-mean()-Z",-0.111517939555556
"525",28,"LAYING","training data","tBodyAcc-mean()-Z",-0.1083448529625
"526",28,"WALKING","training data","tBodyAcc-mean()-Z",-0.103714705396296
"527",28,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.10858897408913
"528",28,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.121514025692157
"529",29,"STANDING","training data","tBodyAcc-mean()-Z",-0.108659067476923
"530",29,"SITTING","training data","tBodyAcc-mean()-Z",-0.1104118192
"531",29,"LAYING","training data","tBodyAcc-mean()-Z",-0.109462068173913
"532",29,"WALKING","training data","tBodyAcc-mean()-Z",-0.106632427301887
"533",29,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.0981339984895833
"534",29,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.118000587840816
"535",30,"STANDING","training data","tBodyAcc-mean()-Z",-0.108756209835593
"536",30,"SITTING","training data","tBodyAcc-mean()-Z",-0.099515446133871
"537",30,"LAYING","training data","tBodyAcc-mean()-Z",-0.1036581505
"538",30,"WALKING","training data","tBodyAcc-mean()-Z",-0.0986247068969231
"539",30,"WALKING_DOWNSTAIRS","training data","tBodyAcc-mean()-Z",-0.0999781422322581
"540",30,"WALKING_UPSTAIRS","training data","tBodyAcc-mean()-Z",-0.124697493775385
"541",2,"STANDING","test data","tBodyAcc-std()-X",-0.987271889259259
"542",2,"SITTING","test data","tBodyAcc-std()-X",-0.986822279565217
"543",2,"LAYING","test data","tBodyAcc-std()-X",-0.974059464791667
"544",2,"WALKING","test data","tBodyAcc-std()-X",-0.423642838474576
"545",2,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.0463666814446808
"546",2,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.304376406458333
"547",4,"STANDING","test data","tBodyAcc-std()-X",-0.97692058
"548",4,"SITTING","test data","tBodyAcc-std()-X",-0.980309931
"549",4,"LAYING","test data","tBodyAcc-std()-X",-0.954193738888889
"550",4,"WALKING","test data","tBodyAcc-std()-X",-0.440829971333333
"551",4,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.0111935496222222
"552",4,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.204933042903846
"553",9,"STANDING","test data","tBodyAcc-std()-X",-0.975741252444444
"554",9,"SITTING","test data","tBodyAcc-std()-X",-0.9572277914
"555",9,"LAYING","test data","tBodyAcc-std()-X",-0.94233309
"556",9,"WALKING","test data","tBodyAcc-std()-X",-0.238353562692308
"557",9,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.213392270547619
"558",9,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.36144437755102
"559",10,"STANDING","test data","tBodyAcc-std()-X",-0.978403481818182
"560",10,"SITTING","test data","tBodyAcc-std()-X",-0.982901825925926
"561",10,"LAYING","test data","tBodyAcc-std()-X",-0.968283685
"562",10,"WALKING","test data","tBodyAcc-std()-X",-0.178709734396226
"563",10,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.295733547631579
"564",10,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.161591924234043
"565",12,"STANDING","test data","tBodyAcc-std()-X",-0.981243992459016
"566",12,"SITTING","test data","tBodyAcc-std()-X",-0.982568781960784
"567",12,"LAYING","test data","tBodyAcc-std()-X",-0.95531868
"568",12,"WALKING","test data","tBodyAcc-std()-X",-0.128898533096
"569",12,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.0424084916086956
"570",12,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.290149192307692
"571",13,"STANDING","test data","tBodyAcc-std()-X",-0.991020759298246
"572",13,"SITTING","test data","tBodyAcc-std()-X",-0.989546275306122
"573",13,"LAYING","test data","tBodyAcc-std()-X",-0.968891989354839
"574",13,"WALKING","test data","tBodyAcc-std()-X",-0.346980394210526
"575",13,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",-0.0681563626617021
"576",13,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.296284597454545
"577",18,"STANDING","test data","tBodyAcc-std()-X",-0.992019762739726
"578",18,"SITTING","test data","tBodyAcc-std()-X",-0.994347988596491
"579",18,"LAYING","test data","tBodyAcc-std()-X",-0.984527649230769
"580",18,"WALKING","test data","tBodyAcc-std()-X",-0.37600552125
"581",18,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",-0.302634565090909
"582",18,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.380168286724138
"583",20,"STANDING","test data","tBodyAcc-std()-X",-0.967209961232877
"584",20,"SITTING","test data","tBodyAcc-std()-X",-0.983081858939394
"585",20,"LAYING","test data","tBodyAcc-std()-X",-0.962249114705882
"586",20,"WALKING","test data","tBodyAcc-std()-X",-0.208342792019608
"587",20,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",0.0745098785288889
"588",20,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.116088676011765
"589",24,"STANDING","test data","tBodyAcc-std()-X",-0.98725587115942
"590",24,"SITTING","test data","tBodyAcc-std()-X",-0.990593766617647
"591",24,"LAYING","test data","tBodyAcc-std()-X",-0.967984021111111
"592",24,"WALKING","test data","tBodyAcc-std()-X",-0.47076236637931
"593",24,"WALKING_DOWNSTAIRS","test data","tBodyAcc-std()-X",-0.08273248054
"594",24,"WALKING_UPSTAIRS","test data","tBodyAcc-std()-X",-0.344399351355932
"595",1,"STANDING","training data","tBodyAcc-std()-X",-0.995759901509434
"596",1,"SITTING","training data","tBodyAcc-std()-X",-0.977229008297872
"597",1,"LAYING","training data","tBodyAcc-std()-X",-0.9280564692
"598",1,"WALKING","training data","tBodyAcc-std()-X",-0.283740258842105
"599",1,"WALKING_DOWNSTAIRS","training data","tBodyAcc-std()-X",0.0300353383483878
"600",1,"WALKING_UPSTAIRS","training data","tBodyAcc-std()-X",-0.35470802509434
"601",3,"STANDING","training data","tBodyAcc-std()-X",-0.96674254295082
